"ID","condition","correct","rt"
1,1,0,949.610199741493
1,1,0,580.543073365189
1,1,1,636.70597670001
1,1,1,456.868483811228
1,1,1,1133.28276998109
1,1,1,704.709523392244
1,1,1,703.493287890543
1,1,0,476.340483416995
1,1,0,599.661662739966
1,1,0,827.701407683596
1,1,1,585.93004363222
1,1,0,923.888397141091
1,1,0,1008.14507581059
1,1,1,669.165182468911
1,1,1,678.664318351979
1,1,1,563.956018118905
1,1,1,1035.58105293746
1,1,1,527.576944256982
1,1,1,894.780576837294
1,1,0,664.029977509579
1,1,1,1101.58137285016
1,1,0,551.341924160044
1,1,0,996.532488032227
1,1,0,800.500641398971
1,1,0,682.067721026769
1,1,1,616.095906497099
1,1,1,895.077444813822
1,1,0,512.216246187193
1,1,0,512.58023616066
1,1,0,514.357175530525
1,1,1,525.143437476681
1,1,1,847.884511780738
1,1,1,552.713958928252
1,1,1,578.341551990825
1,1,1,712.460663335258
1,1,0,922.65284816303
1,1,1,714.968373337871
1,1,0,956.580978698229
1,1,1,821.940361323534
1,1,0,576.304152010386
1,1,0,475.479552390184
1,1,1,627.19140267458
1,1,1,657.952400842211
1,1,0,675.261249090456
1,1,0,959.926715078198
1,1,1,665.62804381655
1,1,1,871.264899180757
1,1,1,549.918056099312
1,1,1,584.836568767647
1,1,0,672.160796299948
1,1,0,497.707517999101
1,1,0,601.86554290327
1,1,1,573.664732564968
1,1,1,1009.8530233201
1,1,1,736.542657597947
1,1,1,620.001457003843
1,1,1,660.268368707717
1,1,1,488.39323677907
1,1,1,660.609608991354
1,1,0,929.085296918355
1,1,1,712.175158661679
1,1,1,637.190214830617
1,1,0,775.747659067008
1,1,1,671.182236424682
1,1,0,645.253531282159
1,1,1,611.825319786708
1,1,1,822.135923181563
1,1,1,650.088371908831
1,1,0,857.735425976481
1,1,1,886.924171485947
1,1,1,589.553463615817
1,1,1,599.738049279383
1,1,1,688.526265647539
1,1,1,1174.34027099613
1,1,0,642.93792001665
1,1,1,572.441826145446
1,1,0,1078.99121702867
1,1,1,580.90464827033
1,1,1,660.50160274816
1,1,1,591.640977677914
1,1,1,591.207283038049
1,1,1,711.230970111834
1,1,1,624.653453750255
1,1,1,633.233354871901
1,1,0,737.69463224975
1,1,1,623.630431707723
1,1,1,773.362573318324
1,1,1,858.923546558124
1,1,0,668.426114519518
1,1,1,497.080532364678
1,1,1,598.296348865442
1,1,1,728.775218979395
1,1,0,872.580675195427
1,1,1,594.241049017468
1,1,1,666.433214554048
1,1,0,596.543480120429
1,1,1,661.509332815906
1,1,1,785.717310714219
1,1,1,639.684506686782
1,1,1,536.707304729107
1,1,1,745.781391683745
1,1,1,801.630443757535
1,1,0,650.685068616265
1,1,1,893.338891916576
1,1,1,724.945969680674
1,1,0,1273.1275289631
1,1,1,717.301198800628
1,1,0,604.737414137652
1,1,0,728.257183654257
1,1,1,622.335542762697
1,1,0,794.390950859298
1,1,0,580.007440076573
1,1,1,873.987998395594
1,1,0,872.345680239443
1,1,0,478.585974371466
1,1,1,800.255570774286
1,1,1,552.584171743891
1,1,0,809.687890080599
1,1,0,555.642538037147
1,1,0,687.121724295423
1,1,0,547.987084127739
1,1,0,401.191494783109
1,1,1,729.144457217222
1,1,1,598.461169878821
1,1,1,987.370820745339
1,1,0,878.790519383868
1,1,1,411.300448961748
1,1,1,722.885280262003
1,1,1,661.419781286977
1,1,1,701.757240778625
1,1,1,561.315892150642
1,1,1,725.294569647569
1,1,0,925.617980439582
1,1,1,1421.39715080797
1,1,1,655.48494093895
1,1,1,739.700778070394
1,1,1,487.076947074313
1,1,1,498.450245228541
1,1,0,925.650679796212
1,1,1,540.936868173404
1,1,1,517.536410945772
1,1,1,740.198993041798
1,1,0,690.181926012267
1,1,1,510.160290389324
1,1,0,903.338127520719
1,1,0,683.609313684063
1,1,1,688.58092081565
1,1,1,569.815472070323
1,1,0,641.975969028709
1,1,1,777.162934842351
1,1,1,765.093880370132
1,1,1,759.854334308774
1,1,1,505.053838868322
1,1,1,812.855834768593
1,1,1,914.47712922764
1,1,1,928.172613152661
1,1,0,849.172569008061
1,1,1,623.654752979744
1,1,0,526.690540265914
1,1,1,600.901603772905
1,1,1,588.171324669109
1,2,1,563.753504143566
1,2,1,426.597959810202
1,2,1,549.058198694891
1,2,1,460.937927145667
1,2,1,736.36966009757
1,2,1,604.765219444478
1,2,1,489.333818797765
1,2,1,524.67307273906
1,2,1,642.737083700991
1,2,1,599.702907258163
1,2,1,744.231387134693
1,2,1,748.907338605068
1,2,1,508.116670496219
1,2,1,462.113410455917
1,2,1,508.09567670337
1,2,1,506.656536495316
1,2,1,586.858141309175
1,2,1,1020.93553542375
1,2,1,1835.80857380743
1,2,1,607.241357395056
1,2,1,579.483146041641
1,2,1,670.814752891501
1,2,1,611.238263709608
1,2,1,431.687474025736
1,2,1,587.268155664626
1,2,1,527.1902724462
1,2,1,489.544151670653
1,2,1,814.797029641406
1,2,1,712.51077687396
1,2,1,488.958258106403
1,2,1,451.128607636702
1,2,1,589.988897923416
1,2,1,595.745924245033
1,2,1,512.678618717374
1,2,1,501.311217878007
1,2,1,475.060100257025
1,2,1,570.766177424359
1,2,1,458.466376219292
1,2,1,555.053217084406
1,2,1,868.1670347552
1,2,1,920.542861870917
1,2,1,511.738452899113
1,2,1,517.367391812852
1,2,1,541.710332528585
1,2,1,618.90011463717
1,2,1,590.233794098922
1,2,1,632.108138932786
1,2,1,729.174202270788
1,2,1,519.501609343979
1,2,1,513.966145697969
1,2,1,574.818462985991
1,2,1,528.84598253973
1,2,1,553.978635997955
1,2,1,550.490232142285
1,2,1,477.235030491428
1,2,1,542.196821391834
1,2,1,698.279262307388
1,2,1,627.336081515686
1,2,1,560.827950736821
1,2,1,685.185207401768
1,2,1,726.601770696807
1,2,1,465.581888215188
1,2,1,564.89904171189
1,2,1,488.098063938136
1,2,1,590.374836977063
1,2,1,752.046761590956
1,2,1,814.741020368054
1,2,1,448.816028751296
1,2,1,535.661912424175
1,2,1,748.184271236554
1,2,1,658.130422214073
1,2,1,625.598602853056
1,2,1,535.971440663159
1,2,1,454.426635388067
1,2,1,533.757890942139
1,2,1,481.685991500582
1,2,1,567.394253939754
1,2,1,609.688222911487
1,2,1,516.687199657894
1,2,1,632.928646899122
1,2,1,686.175670408686
1,2,1,475.31167733825
1,2,1,569.562985318692
1,2,1,487.725938439144
1,2,1,679.100397817013
1,2,1,753.720309636878
1,2,1,736.47118550418
1,2,1,691.102691472297
1,2,1,428.09074517755
1,2,1,651.817959619952
1,2,1,701.63804703001
1,2,1,882.292993419374
1,2,1,650.642536974334
1,2,1,481.428630796424
1,2,1,547.148548245431
1,2,1,556.371244548131
1,2,1,622.704107979351
1,2,1,669.019103533745
1,2,1,686.46333131796
1,2,1,501.416461716351
1,2,1,530.696597269233
1,2,1,490.005943341814
1,2,1,513.05080708735
1,2,1,652.106299033134
1,2,1,568.292956476316
1,2,1,522.561549268679
1,2,1,931.521414513304
1,2,1,439.260546913336
1,2,1,700.897836068884
1,2,1,489.524884390724
1,2,1,606.59260711983
1,2,1,530.464845321065
1,2,1,452.554759834506
1,2,1,630.526642524528
1,2,1,443.539103975149
1,2,1,581.972622905477
1,2,1,534.519469551269
1,2,1,483.829024658341
1,2,1,613.038578988019
1,2,1,506.265897853346
1,2,1,444.225427670306
1,2,1,509.496825996494
1,2,1,673.669237721844
1,2,1,536.767521117796
1,2,1,878.005702633461
1,2,1,643.438846522492
1,2,1,479.440506888631
1,2,1,450.681256612054
1,2,1,715.338077890016
1,2,1,608.433468492325
1,2,1,625.560152575592
1,2,1,504.047514586327
1,2,1,503.746228980635
1,2,1,558.627571468293
1,2,1,402.109894931298
1,2,1,934.586972702125
1,2,1,473.285344096391
1,2,1,852.028946916346
1,2,1,618.823277017678
1,2,1,518.378365519346
1,2,1,530.048250857338
1,2,1,522.46101823917
1,2,1,657.473677577529
1,2,1,453.85320544404
1,2,1,633.433214220584
1,2,1,540.18767534309
1,2,1,682.311254722651
1,2,1,534.320787986462
1,2,1,446.235714891116
1,2,1,637.178045706044
1,2,1,412.488090093136
1,2,1,462.431439588247
1,2,1,690.406115254434
1,2,0,616.743808381794
1,2,1,532.885157595172
1,2,1,565.942255453236
1,2,1,537.114977248112
1,2,1,471.31178289134
1,2,1,449.614527144871
1,2,1,584.890317861624
1,2,1,550.842676427614
1,2,1,624.5858992685
1,2,1,524.95019861976
1,2,1,760.773451940422
1,2,1,563.2640668074
1,2,1,608.286000625834
1,2,1,748.910930589257
1,2,1,594.937081778657
1,2,1,650.056610301135
1,2,1,640.734364371332
1,2,1,473.387993888656
1,2,1,701.036263132169
1,2,1,643.125225338241
1,2,1,539.407064833071
1,2,1,539.692198091417
1,2,1,735.153502132488
1,2,1,928.293916276814
1,2,1,806.175710500389
1,2,1,552.288613330724
1,2,1,435.627044977314
1,2,1,599.507012053648
1,2,1,516.075602685964
1,2,1,542.551707894743
1,2,1,674.971934366236
1,2,1,738.501662209058
1,2,1,538.835212314032
1,2,1,428.696831048149
1,2,1,547.730642349991
1,2,1,495.2632481852
1,2,1,1049.31406234424
1,2,1,652.902692782491
1,2,1,541.660760665768
1,2,1,560.782761671578
1,2,1,478.321237759963
1,2,1,441.180988104174
1,2,1,522.561294106463
1,2,1,583.787367018668
1,2,1,752.596201015932
1,2,1,410.423939141219
1,2,1,501.40068354558
1,2,1,936.043718067793
1,2,1,552.520242623016
1,2,1,701.54988271984
1,2,1,524.643167414915
1,2,1,669.242366571889
1,2,1,539.255251977249
1,2,1,609.344484674702
1,2,1,492.944418218511
1,2,1,555.151136025092
1,2,1,455.715509476555
1,2,1,963.854689087726
1,2,1,514.365414242185
1,2,1,704.943582456245
1,2,1,535.49533088095
1,2,1,412.674955783243
1,2,1,471.693622313553
1,2,1,557.968087371866
1,2,1,655.486637116821
1,2,1,597.633061425294
1,2,1,512.812447616308
1,2,1,575.580911992895
1,2,1,714.356841426695
1,2,1,413.108594221506
1,2,1,589.842872304139
1,2,1,563.570101302551
1,2,1,510.480933792996
1,2,1,459.602800966931
1,2,1,460.284474681975
1,2,1,561.509798276432
1,2,1,638.42013713241
1,2,1,414.062492594489
1,2,1,498.747521051415
1,2,1,477.476347117308
1,2,1,528.036225425585
1,2,1,450.831860460405
1,2,1,496.421209314464
1,2,1,618.711499872875
1,2,1,473.06310609085
1,2,0,599.91373929748
1,2,1,474.529257458546
1,2,1,514.662822936677
1,2,1,662.115384630684
1,2,1,842.052169729066
1,2,1,454.866567145146
1,2,1,524.50210241359
1,2,1,722.462503357959
1,2,1,537.772659620293
1,2,1,811.602833954477
1,2,1,551.541588967556
1,2,1,600.911617841268
1,2,0,633.722233103278
1,2,1,539.858778695604
1,2,1,529.632553755766
1,2,1,796.170577322973
1,2,1,479.173224785677
1,2,1,707.580892192102
1,2,1,503.849668219477
1,2,1,742.572267673276
1,2,1,570.139707364068
1,2,1,482.961837015413
1,2,1,494.928515709058
1,2,1,570.588153745079
1,2,1,694.860566014001
1,2,1,650.353017712705
1,2,1,417.01354959486
1,2,1,526.011735443417
1,2,1,747.91325206446
1,2,1,643.376874862882
1,2,1,750.663741522934
1,2,1,571.356545534854
1,2,1,723.213770527827
1,2,1,429.407709071438
1,2,1,509.896480069651
1,2,1,593.44450408738
1,2,1,597.260457436633
1,2,1,539.316102468759
1,2,1,486.407017550013
1,2,1,604.472500855447
1,2,1,435.244721007815
1,2,1,479.312293648687
1,2,1,706.985789493899
1,2,1,616.829738974241
1,2,1,782.447239212498
1,2,1,938.669939713567
1,2,1,552.599298880175
1,2,1,404.332658939201
1,2,1,509.599405972315
1,2,1,556.895921818264
1,2,1,619.384711015205
1,2,1,516.00482415925
1,2,1,548.421067671135
1,2,1,607.071122078465
1,2,1,470.882063749216
1,2,1,430.965376554741
1,2,1,525.196280728159
1,2,1,790.283630740481
1,2,1,475.819152397087
1,2,1,485.831814782639
1,2,1,442.784305046013
1,2,0,661.481557924656
1,2,1,494.779731852071
1,2,1,520.457131366939
1,2,1,575.559585040416
1,2,1,797.882102458968
1,2,1,404.870523642138
1,2,1,610.693500697352
1,2,1,466.120994115615
1,2,1,661.582421428328
1,2,1,550.108200989553
1,2,1,582.884575849303
1,2,1,573.985358207731
1,2,1,529.185786337939
1,2,1,574.823989459774
1,2,1,689.173918962631
1,2,1,583.780069723653
1,2,1,685.654415524596
1,2,1,777.226729498266
1,2,1,475.43980863472
1,2,1,512.766235222593
1,2,1,620.566418399258
1,2,1,439.891460579711
1,2,1,578.338653942512
1,2,1,655.587609687994
1,2,1,557.541741866267
1,2,1,566.527921511939
1,2,1,570.040726410561
1,2,1,436.452955691421
1,2,1,632.238775775406
1,2,1,616.266470957707
1,2,1,444.265794117875
1,2,1,481.708402443983
1,2,1,487.114886538853
1,2,1,672.128462327869
1,2,1,979.344748128745
1,2,1,532.420993086849
1,2,1,502.754414326282
1,2,1,913.337309754834
1,2,1,559.952087139138
1,2,1,553.253495812014
1,2,1,628.826968385119
1,2,1,660.932789556907
1,2,1,553.523295199828
1,2,1,532.624404842127
1,2,1,831.168417770268
1,2,1,591.44600475237
1,2,1,455.278154204147
1,2,1,590.608891928472
1,2,1,433.52152207269
1,2,1,512.21809616912
1,2,1,644.81650649258
1,2,1,527.872193825734
1,2,1,484.347906972377
1,2,1,510.407297898169
1,2,1,402.757918939083
1,2,1,460.87565197034
1,2,1,587.549547156052
1,2,1,567.099373458444
1,2,1,656.394254498745
1,2,1,443.459712643449
1,2,1,497.958813849076
1,2,1,730.976737387055
1,2,1,519.999712313713
1,2,1,559.748038784378
1,2,1,721.306389300364
1,2,1,433.251259240955
1,2,1,613.52607681056
1,2,1,703.764220900259
1,2,1,589.275625210267
1,2,1,510.843344829102
1,2,1,435.642894233987
1,2,1,443.392553759963
1,2,1,418.039614802621
1,2,1,534.226630307049
1,2,1,888.128628027962
1,2,1,450.568020262203
1,2,1,550.120765246183
1,2,1,468.264661585045
1,2,1,549.441058298899
1,2,1,443.657465297398
1,2,1,466.532910152326
1,2,1,429.901544112608
1,2,1,520.032168163535
1,2,1,601.858146404127
1,2,1,460.313181878939
1,2,1,606.15813969649
1,2,1,428.4893461758
1,2,1,673.789848718307
1,2,1,461.96865558899
1,2,0,679.766954646335
1,2,1,500.171976810539
1,2,1,434.461416457891
1,2,1,495.06190463654
1,2,1,523.298160467611
1,2,1,498.078234392707
1,2,1,643.153550123881
1,2,1,681.383108524669
1,2,1,597.883004358696
1,2,1,463.511807555978
1,2,1,715.88515268703
1,2,1,419.35350130564
2,1,0,565.645427604031
2,1,1,672.418836560172
2,1,1,876.913991905576
2,1,1,811.893911391677
2,1,0,599.751421705061
2,1,0,570.821890412565
2,1,1,596.910548577029
2,1,1,592.855955541073
2,1,1,534.181523167582
2,1,0,887.98249333233
2,1,1,603.289663724499
2,1,1,903.719236177316
2,1,1,697.836285550657
2,1,0,882.416462297243
2,1,1,829.254562482353
2,1,1,816.435219883495
2,1,1,595.168274127496
2,1,1,465.275779543554
2,1,1,507.860325372832
2,1,0,743.370961188449
2,1,0,800.522798273755
2,1,1,505.992018639777
2,1,1,637.177388424319
2,1,0,890.200875156432
2,1,0,501.219754402975
2,1,1,1512.00962561647
2,1,1,629.446704405157
2,1,1,551.317970677147
2,1,0,575.318626467166
2,1,1,711.425170937768
2,1,0,627.434101610121
2,1,1,665.961025664095
2,1,1,711.754034334795
2,1,1,576.665529618853
2,1,1,1056.30415952861
2,1,0,922.47393934001
2,1,0,617.126497785327
2,1,1,676.261737574754
2,1,1,696.045185842245
2,1,0,725.183246368542
2,1,0,932.420150772906
2,1,1,998.338786720273
2,1,0,630.721312994625
2,1,1,697.088176585483
2,1,1,1264.08143151081
2,1,1,544.654613350323
2,1,0,860.007691614094
2,1,0,458.807442943858
2,1,1,882.042940560437
2,1,0,553.129704189945
2,1,1,813.182168590181
2,1,0,692.390788228653
2,1,1,853.410054898636
2,1,1,854.297285729705
2,1,1,1786.61218757002
2,1,1,1044.36859586193
2,1,1,756.429552659359
2,1,1,1014.54901127596
2,1,1,1293.02238724947
2,1,0,1067.28247501722
2,1,1,813.474880755365
2,1,1,825.192860031494
2,1,1,429.77205135118
2,1,0,716.729151825848
2,1,1,515.991239932803
2,1,1,763.831900313903
2,1,0,581.994203947864
2,1,0,706.654667659614
2,1,0,496.776059070515
2,1,1,628.573583235094
2,1,0,731.250439031861
2,1,0,896.403599685416
2,1,0,681.106681937313
2,1,1,747.93856440125
2,1,1,497.232037934155
2,1,1,633.587055743762
2,1,1,447.494589543718
2,1,1,577.238351416609
2,1,1,743.213664521104
2,1,1,545.586263488534
2,1,1,604.462499750268
2,1,0,746.415369683437
2,1,0,1297.75834043066
2,1,1,481.540182873115
2,1,1,482.26716422732
2,1,1,580.211302159333
2,1,0,692.128479759337
2,1,1,828.930513211099
2,1,0,798.948402111498
2,1,0,942.058102212293
2,1,1,1370.65721090306
2,1,1,683.114837775659
2,1,1,862.581465030509
2,1,1,770.480485491747
2,1,0,801.364894531492
2,1,1,651.012301703403
2,1,1,491.118402008146
2,1,0,769.144300779642
2,1,1,628.280953445164
2,1,1,491.574794968602
2,1,0,554.518724924229
2,1,1,561.074340832693
2,1,1,516.79066594951
2,1,1,567.863081363743
2,1,0,855.506553581098
2,1,1,886.367055353428
2,1,0,681.940694503244
2,1,1,488.208458339771
2,1,1,471.48003576961
2,1,0,692.027266238403
2,1,0,859.291182059839
2,1,1,643.108338577125
2,1,0,1573.41293024494
2,1,1,842.61489263444
2,1,1,654.658496862164
2,1,1,623.18389780916
2,1,0,877.010467013381
2,1,0,1339.49387826987
2,1,1,798.321575346536
2,1,1,575.937757355095
2,1,1,627.71658380745
2,1,1,496.062367769154
2,1,1,1624.02511989927
2,1,1,617.019128922254
2,1,1,746.817800252019
2,1,0,890.711646981667
2,1,1,751.644960697755
2,1,1,636.974306011226
2,1,1,810.441829025827
2,1,0,709.423889985385
2,1,1,1669.37197255724
2,1,1,1298.97106132042
2,1,1,670.397601824291
2,1,1,657.118888297751
2,1,1,671.977189792405
2,1,0,803.020226211834
2,1,0,689.010367260453
2,1,1,612.162172938422
2,1,1,683.578108760809
2,1,1,691.95324063771
2,1,1,873.451992696621
2,1,1,568.409591457559
2,1,1,496.556848361389
2,1,1,650.702131842301
2,1,1,709.203030766347
2,1,1,674.045971517114
2,1,0,730.189826690951
2,1,1,871.422697039167
2,1,0,578.440250205986
2,1,0,630.539092539052
2,1,0,605.968536185231
2,1,0,1068.75740445929
2,1,1,712.47961521647
2,1,0,758.936692739462
2,1,0,740.790304514425
2,1,1,632.346870082137
2,1,1,542.000976991325
2,1,1,575.594201780267
2,1,1,757.068505811501
2,1,1,989.962739766997
2,1,0,743.326934605479
2,1,1,640.006130253847
2,1,1,850.670408042039
2,1,0,940.287757950985
2,1,0,980.965230600371
2,1,1,470.78049610789
2,1,1,706.269070622567
2,1,1,696.1191079037
2,1,0,705.68179832065
2,1,1,819.956715784503
2,1,1,953.077418703755
2,1,0,1120.71671152379
2,1,0,544.182535430017
2,1,1,701.767847286611
2,1,1,867.048949909971
2,1,1,607.359209333249
2,1,1,627.106193136881
2,1,1,798.275404275598
2,1,1,452.372450513073
2,1,1,590.149417914961
2,1,1,505.517940786253
2,1,0,827.48201013818
2,1,0,780.63686962421
2,1,1,662.196331621353
2,1,1,772.64669482234
2,1,1,1675.77099277077
2,1,0,1020.717307205
2,1,1,558.743989342202
2,1,0,478.338752053806
2,1,1,698.601000767517
2,1,1,625.826081622789
2,1,1,546.412297154235
2,1,1,1025.23754266261
2,1,0,780.27997189928
2,1,0,979.681482804945
2,1,1,515.243613108581
2,1,1,592.372991985426
2,1,1,552.429323595431
2,1,1,1083.64208182619
2,1,1,473.320359478318
2,1,1,422.653383753528
2,1,1,760.803045605099
2,1,1,747.746106484999
2,1,0,718.129136093443
2,1,0,1122.49477185871
2,1,1,799.229830499177
2,1,1,488.401261080188
2,1,0,1132.0142507896
2,1,1,2246.48750918947
2,1,0,808.934346643578
2,1,0,542.928606591136
2,1,0,540.506147371172
2,1,1,434.289573731771
2,1,0,694.557985319711
2,1,1,735.961633787559
2,1,0,767.804013976623
2,1,1,813.782417553206
2,1,0,614.62161665916
2,1,0,714.018192559146
2,1,1,553.550335912592
2,1,1,462.21538828666
2,1,1,638.508456701338
2,1,1,1071.81732235457
2,1,0,807.011146642658
2,1,0,643.218514158903
2,1,0,667.437879921097
2,1,1,758.475878460828
2,1,1,1138.64156674629
2,1,1,1074.34293724607
2,1,0,734.27399859878
2,1,0,763.386047877995
2,1,1,570.890097099527
2,1,1,554.248401895648
2,1,0,728.813090156409
2,1,0,659.536747098177
2,1,1,1107.32949019862
2,1,1,710.321901821448
2,1,1,618.392998090857
2,1,1,510.109139671546
2,1,0,741.533310609112
2,1,0,738.756269855544
2,1,1,900.261002979839
2,1,1,539.345599573596
2,1,0,696.186495117363
2,1,0,556.848618443706
2,1,0,574.021207588017
2,1,1,507.606982908581
2,1,0,650.000668072507
2,1,1,560.070845848048
2,1,0,553.197554428151
2,1,0,1169.19936938003
2,1,0,651.530609514178
2,1,1,510.82283739579
2,1,0,553.648292088176
2,1,1,559.505533267929
2,1,1,906.543504903936
2,1,1,948.120800245069
2,1,1,701.497355114666
2,1,1,611.947533551901
2,1,1,1319.44972822535
2,1,1,639.270836540309
2,1,0,448.504711686339
2,1,1,610.338333958685
2,1,0,627.421468509874
2,1,1,689.474692556788
2,1,1,713.410463154748
2,1,0,655.023308705577
2,1,1,549.782247580735
2,1,1,814.248123562392
